-1 7.4778 10.5658
-1 6.7435 10.3738
-1 7.6356 11.1621
-1 8.7797 12.6987
-1 7.7578 11.2836
-1 8.7015 13.0107
0 6.9114 9.86647
1 5.3015 9.17629
2 6.0404 9.7756
3 6.7682 9.84687
4 6.6443 9.73405
5 6.5084 9.76106
6 7.1311 10.3451
7 6.8304 10.1952
8 6.1644 9.44232
9 4.8858 9.82763
10 6.8556 10.0964
11 6.8979 9.86688
12 6.6095 10.0167
13 6.8293 9.82242
14 6.6800 9.68616
16 6.8566 10.2284
17 4.2353 8.5064
18 5.9204 8.88223
19 6.3402 9.48243
20 6.4078 9.26143
21 5.7412 8.36667
22 6.5640 9.82425
23 6.2084 8.89714
24 0 8.67611
25 5.9436 8.54581
27 6.4649 9.56754
28 6.4736 9.51036
29 6.2633 9.06772
